review,sentiment
"This movie is pretty awful but I have some interesting information about it:<br /><br />It was filmed in 1976 at Northern Arizona University in Flagstaff, AZ, as well as at Oak Creek Canyon near Sedona, AZ. A good bulk of the extras in the film are then-drama students from NAU. I was a freshman there that year, minoring in theatre, but for some reason I didn't get involved with the production. I did however know several people who did and can supply this rather odd fact:<br /><br />There is a scene in this movie where two of the principals, as part of their hazing ritual, have to run naked into the woods. They are seen from behind in the movie, doing just that. The thing is, those aren't the actors at all but two guys I knew from the theatre department. The identity of these ""stunt posteriors"" will remain anonymous, at least to this website, unless they decide to, um, ""reveal"" themselves!",negative
This movie is pretty predictable nuff said....from the delayed kissing scene to the inevitable coming around of grandpa...this is a great movie for the 10-12 age group but beyond that it has no market..i give it 4/10 only because it achieved exactly what it set out to do and nothing more.,negative
"This movie is probably one of 3 worst movies made in history. I rented this by chance, without reading reviews, and wow, do I regret it. Really has no plot, doesn't really follow the vampire genre. Just plain god awful. Watching this movie will taint your enthusiasm for vampire movies. I felt like the writer/director/producer went on this drug binge and had hallucinations and tried to recreate it on film. Whole time I wanted the movie to end.. but the ending was even more whacked. <br /><br />If this review can save just one person from watching this crap, I felt my time spent on registration and writing this review was well worth it.",negative
"This movie is probably the worst I have seen. Bad acting, bad script, bad everything. Comparing it to mainly two other movies in the same genre and from approximately the same time is interesting. Both Cyborg (Van Damme, 1989) and Nemesis (Olivier Gruner, 1993) are much better and seems more robust in both story and directing and still it's Albert Pyun who has directed these two as well!<br /><br />The story is not original. The world has become a terrible place, possibly due to an environmental disaster or a nuclear war, and people live under medieval circumstances. A special breed of robots (cyborgs) live on human blood and there's the story... The cyborgs need to get a lot of humans to fulfill there ""prophecy"" and the humans need someone to stop them. One girl together with a robot (Kris Kristofferson) built by the creator of the cyborgs has been appointed by destiny to save mankind.<br /><br />In this movie the director tries some Hong-Kong stylish fighting scenes with the participants flying high and leaping far. The movie fails miserably in this attempt.<br /><br />I recommend this film with the only reason that most people will get a new ""worst ever"" movie to relate to. And to fans of the genre I recommend ""Cyborg"" since I think it's a very underestimated movie with quite a high entertaining factor. And if you can't stand Van Damme then check out ""Nemesis"".<br /><br />I rated this movie 1/10.",negative
"This movie is proof you can't just go to a Redbox and read descriptions of films and pick one and give it a try.<br /><br />While I'll give 'em great credit for having produced a film with halfway-decent special effects on such a low budget, and at least a halfway decent script and story line... unfortunately, it was only just that: halfway decent.<br /><br />If you like movies where things aren't all neatly wrapped up, and don't mind low-budget effects, you might like this film. Honestly, it wasn't really my cup of tea. I should've just gone to bed rather than spend my time watching.<br /><br />For a better science-fiction movie produced on an even LOWER budget (!) have a look at ""Primer.""",negative
"This movie is pure guano. Mom always said if you can't say anything nice... but even Mom would say I had to do my part to warn others of this movie.<br /><br />I can guarantee this is the film that Geoffrey Rush wishes would just go away. I would hope that Greg Kinnear fired his agent..from a cannon for giving him the script. After this Ben Stiller is probably praying for someone to pitch ""There's Still Something About Mary."" I have always been a fan of Wes Studi's, thank whatever you hold holy that he wore a mask through the film so maybe people won't identify the film with him.<br /><br />It starts of promisingly with a stylistic spoof of the cinematography of the Batman films and then just loses something...like a coherent plot and half decent effects.<br /><br />The jokes are telegraphed an hour before the punchline comes, and even then they fall flat. If you want to see an effective spoof of the comic book world see ""Chasing Amy"".<br /><br />RUN! DON'T WALK AWAY FROM ""MYSTERY MEN""!",negative
"this movie is quite bad, aggressive, not played well, not directed well, seems low budget, low quality,emotionaly weak and disconnected. after watching earlier comments, went to see it, but if u try to compare it with apocalypse now, PLATOON, or any others, u'r really off the tracks. this movie looks like a 60's old and purely made film with cast of grown neanderthals, not to mention (or actually do), not paying attention to details like changing rounds, low budget fireworks and all sorts of poorly filmed characteristic. is watchable though, if u'd like to see it as an early development of the movies document.. not to go back!!<br /><br />p.s - afterall, the guys are quite alright.",negative
"This movie is quite possibly one of the most horrible horror flicks I've seen. The length wasn't nearly long enough to include a good storyline. Also, the way the foster parents died was just plain ridiculous. The mother suddenly dies from falling through a shower after tripping over an action figure, and the dad is shot by a police officer? I can see where some originality might have been what they were going for, but it could have been better. Also, the cheesiness of it all made me want to press stop before it was over. After hearing all of Lucy's name and figuring out it was 'Lucifer', I wanted to gag. Yes, it's interesting that Lucifer was a woman, but look at the name. It's a male's name. It should be given to a male character. All in all, the movie was a bore, and could have used a better plot.",negative
"This movie is rated a classic on sentiment not on any quality of movie-making. It moves from the unlikely to the unbelievable, from the unrealistic to the ludicrous.<br /><br />The unbelievable plot revolves around an attempt by two British soldiers and a Hindu gofer to rescue a third soldier who has been captured by insurgent Indians. In the later scene we see a full regiment with drum and bagpipes marching into an ambush. In the British army, a sergeant does not order up a rescue attempt, and if you get past that, he does not attempt it with only one other soldier and an Indian servant when there is a full regiment on hand. The Indian insurgents are so incredibly inept it is laughable...there are hundreds of them but they can't hold their prisoner or kill the two rescuers, of course not. At one point we see the British soldiers throwing blocks of stone down from the battlements at the insurgents, who are scattered around the mountainside in ambush...one would have to have an eggplant for a brain to think this would do any damage. After Cary Grant as the rescued prisoner is shot, he lies on the floor looking around at the water boy...hardly the actions of someone who has been shot in the back. The water boy bravely blows a bugle (which comes from nowhere) to sound the alarm...this he does by standing up high on a wall so he can be seen and shot by the bad guys, and we shed a tear as he keeps trying to sound more notes as he is repeatedly shot and the bugle call breaks up into feeble squawks...instead of blowing the bugle while hiding behind cover as anybody with half a brain would do. This scene has deservedly been parodied in comedy sketches. If they wanted to make a Buster Keaton comedy, they should have hired Keaton and done it better.",negative
This movie is really bad. Most of it looks like it was filmed either in a park or a basement. There's a giant spider but all we see of it is one leg. There are some worms that live in a cave that are just cheap sock puppets with cardboard teeth. And the plot is a bunch of post-apocalyptic mumbo jumbo that makes no sense at all. The whole thing is just laughable.,negative
"This movie is really bad. The acting is plain awful except Michael Ironside. I don't get the story. Richard Grieco is the only survivor after a fight between two Mc-gangs. He comes to a town and suddenly he is choosened to fight against the bad people who wants indian-land. At the cover it said he was a indian himself that returned too his home-town, I didn't hear that in the movie, if so it wasn't clear.<br /><br />Richard Grieco was one hell of a bad actor. Stiff and ugly. He said his lines like it too. And we wouldn't talk about Sean Young, she hasn' been any of my favourite actors but in this movie she plays a indian women who falls in love with Bolt (Grieco). She is awful.<br /><br />When I rented it I choosed between this and Subterfuge with Amanda Pays. I choosed this one because of Michael Ironside was in the cast. Maybe I should have taken Subterfuge.<br /><br />Don't see this unless you think Richard Grieco looks tough on a motorbike with sunglasses.<br /><br />I will soon uptade the cast-list because I have it at home. I wrote it down after I seen the movie.",negative
"This movie is really bad. The hero can't play. You see too much that he learned his walking moves by heart. And believe me, he walks a lot. For 45 min, nothing happens. He only walks to places and gets out..... Like if the story was so short that they had to extend it by adding useless and boring ""looks-like-a-suspens"" scenes.<br /><br />Dialogues are very poor. I counted around a lots of ""hello's"" and few ""hang on"" on the 1st part.<br /><br />Blood is orange like the Mercurochrome you put on kid's blisters. And scenes are not following themselves. A bloody neck on a scene, a clean neck on the following.<br /><br />The story could have been improved. Yeah I mean what the hell is the story? <br /><br />Martial arts? Where? Is that martial arts? Watch how hesitant and slow are the moves!!!!! If giving a kick and receiving a punch is called martial arts, then I am Bruce Lee!!!!<br /><br />The only good point I have found is on fight scenes : They don't play with zoom and fast switching scenes that gives you headache in most of action movies.<br /><br />There are plenty of low budget movies that are great. That one was just to make money. Nothing else.",negative
"This movie is really BAD, there is nothing appealing or worth of commentary in it except for the beautiful settings: Chilean landscape. I know I must supply four lines as a commentary for this movie, but the thing is that it is such a bad movie, that I can only say that is actually BAD. Michael Ironside is the only one who saves the money in the film.",negative
"This movie is really bad, trying to create scientific explanations for zombies always ends up taking away credibility from the history of the movie. There are so many things i could point about the movie that i could almost write a book on how much the movie sucks. For instance, there were like 50 people on the plane, they killed like 100 and they kept coming, apparently the ""virus"" gives hepatic complications because everybody had yellow eyes, also the virus makes people roar like lions or something, and the virus not only regenerates tissue as it also gives superhuman strength, not to mention that this virus messes up peoples hair. It's also important to notice that if you shoot someone with a pistol (probably only happens on planes) that person is kicked back in the air. Remember that if you are escorting a prisoner on a plane and you loose him, always look inside the drawers and cabinets the size of a bottle, you never know where those bastards are going to hide. And if by any chance you can land a plane full of zombies against a mountain and survive (happens all the time), after watching dozens of people being killed, just walk away from the plane, watching the sunrise and making jokes about dating the flight attendant. :)",negative
"This movie is really goofy! I saw it as an 11 year old, and even then I thought it was pretty ridiculous! I would only recommend this film to kids under the age of 12. I really didn't care for it, but I do think that it answers some very good questions that kids need to be aware of, such as: 1)Does money buy happiness? 2)Should I lie (to my parents) about things I think they wouldn't approve of? 3)Does money buy friendships? 4)Is money everything? 5)Shouldn't I tell my parents when someone is trying to hurt me? Granted, these are very unrealistic situations, but I do think that if parents discussed these issues with their children, maybe they should watch this video as well, in order to show/scare their kids that lies have the potential to get you hurt.",negative
"This movie is really nothing besides an admittedly well-crafted series of tense sequences punctuated with an inevitable ""gotcha!"" at the end of each. Really, there is no character development and no real plot to speak of. There are only the most skeletal of motivations for the characters to do anything while they trudge forward to their unavoidable dooms. It's all just an excuse to show a creepy ghost kid (who seems to have gotten some of the family cat mixed up in his ectoplasm) and his ghost mom (with long black hair hanging in her face kind of like ""The Ring"") take down a bunch of cardboard cut-out, two-dimensional excuses for human characters.<br /><br />This English-language version of ""The Grudge"" is the equivalent of cinematic junk food; satisfying momentarily, but not really what you ought to be living on.<br /><br />Not recommended.",negative
"This movie is really stupid and very boring most of the time. There are almost no ""ghoulies"" in it at all. There is nothing good about this movie on any level. Just more bad actors pathetically attempting to make a movie so they can get enough money to eat. Avoid at all costs.",negative
"This movie is really wack. There is really nothing nice I can say about it, besides the moral truth expressed in the film's climax concerning people in the neighborhood participating in the fight against crime. Besides all that, the film had nothing: no good shots, no good acting, and no good script. I give this film a F and a 2 out 10.",negative
"This movie is recommended only for insomniacs: it will relieve them by putting them to sleep. Five-year-olds might also enjoy it. But for anyone else (including fans of the genre), what a bore! The ""ancient"" plot is reminiscent of ""Return Of The Dragon"", and this film is just as inept, but Nero is no Bruce Lee, so ""Enter the Ninja"" is an even worse film. Until now, this is the second (the offensive ""comedy"" ""Bachelor Party"" was the first) film I gave 1/10 to.",negative
This movie is retarded a cheap movie that tries to be a stoner movie because the characters are looking for pot but none of them are smokers just a bunch of garbage Thomas Hayden church should not direct anymore especially this movie which is a waste of film. People who liked this movie gave good comments but from all the people on here some are just retarded and don't watch movies so they think that any bad movie is good the actors suck and the movie sucks balls.<br /><br />I think that many people are going to be upset because this movie tries to make itself look like the ultimate weed movie when it is just the worst movie about weed that I have ever seen I hope that people will stop the director from directing crap like this even weed cannot make this movie funny or entertaining .,negative
"This movie is ridiculous. Anyone saying the acting is great and the casting is superb have never seen even mediocre cinema. The acting is obviously terrible in the first 5 characters you meet. Lame. I feel like all the other ""soaring"" comments must have been made by people associated with the filmmakers. I was not very impressed by the storyline, but just wanted to see some beautiful Oregon countryside, and there was some decent cinematography--but the casting was anything BUT inspired. I think this movie also makes a mockery of the generally noble suggestion that something deep in the Amerindian culture has been ignored and perhaps lost and that reviving it is worthwhile, and possible. It places jokes in the wrong and all-too-obvious places, and makes me think it was written by the State Department or something. Back to the drawing board. To even suggest that this film deserves a place in the same vicinity of classics like Harold and Maude is absolutely retarded, and along the same line of begging and pretension and ""joking"" as is rampant in this film.",negative
"This movie is ridiculous. It's attempting to be a comedy but the screenplay is horrible. The whole movie is done in low light and you cant grasp the fact that it's a comedy. Truly is bad cinematography. You really have to sit there and watch it to realize there's a few jokes here and there going on but either way they're all inside jokes amongst themselves. This is more like a wannabe drama flick that went bad. It really is a very pointless movie.Their expressions reveal nothing but dismay and disaster which turns out that way anyway. Unless you want to be bored out of your ass, I suggest you stay away from this gag of a movie.",negative
"This movie is sad. According to my fellow IMDb users, (*SPOILER*) RAPTOR uses stock footage from the Carnotaur films. Well, since I have not seen the Carnotaur movies, I cannot say. But, I do notice some pretty bad editing and even worse acting. This movie is one big steaming pile of s***. It makes absolutely no sense. Here is this thing that calls itself a PLOT: Mad scientist re-creates raptors. Raptors kill people. Sheriff investigates. *SPOILER* (although I don't know what it is that I'm spoiling) Sheriff catches on to mad doctor's plans. Army guys are sent in and raptors start killing army guys. Raptors. Yeah, right. I could make a clay figure that looks more real. The FX are the cheapest ever used in a movie. There is a lot of gore. Cheap gore. It doesn't even look real. I will agree with another person who rated this movie that the only thing this movie has going for it is the fact that it ends. There are about two seconds of originality in this film. And that only comes from when the sheriff is talking to some tax agent on the phone about his electric bill or something. This idea has been used in about 100,000 other movies with 100,000 different names. Overall, I'm gonna give RAPTOR 1/5 just because it ended.",negative
"This movie is scary at times, perhaps no more so than when a naked George Kennedy tells his hooker girlfriend he wants a little more sugar. Thankfully his nakedness is covered by a blanket, but the image is still more horrifying than anything you're likely to find in, for example, Schindler's List.<br /><br />The dialog in this film was inspiring; it inspired me to watch another movie. In one scene, when a stewardess remarks about male pilots, Kennedy asks, ""Why do you think it's called a 'cock' pit?"" Charming.<br /><br />And yes, contrary to what some have written, this film is very, very bad.",negative
"This movie is silly and very short of being a funny movie. Unhappy 'easterners' are not pleased with being out west; so they hire a drunk wagon master(John Candy)to lead them back east. Sight gags were just not funny enough to carry this one. And Richard Lewis gets on your nerves very quickly; but then I honestly don't like him at anything he does. Ed Lauter is hilarious as the bumbling villain.<br /><br />The movie was dedicated to Candy. He died from a massive heart attack ten days before the movie was completed. A stand in and digital enhancement enabled Candy's character to be seen in the final scenes. Candy was a very good comedian and gave us some real good knee slapping, belly laughs in his career. This movie was just not the caliber of his best.<br /><br />Also in the film, you will recognize: William Sanderson, Gailard Sartain, Ethan Phillips, Ellen Greene and Rodney A. Grant.",negative
"this movie is similar to Darkness Falls,and The Boogeyman(2005)but it's also much more graphic than both,and not as good as either.it's also slow and fairly predictable.it's also got shades of Deliverance and the Amityville Horror.plus,we get some new age flavour thrown in the mix and some of those scenes come off as a motivational/inspirational sermon.really,this movie is a hodgepodge of almost everything.even though it is gory,the makeup effects are not very realistic looking.in fact they look kinda cheap.aside from all that,there is some really awful clichéd dialogue.and i won't say when,but there is a point where a couple of the character's actions were not authentic or believable,given the circumstances.nobody in their right mind what would have acted this way.once you watch the movie,you'll know what i mean.there's also some gratuitous nudity for nudity's sake.it just wasn't necessary at all.the good news is that the acting was actually pretty good.better than this movie deserves.so,after carefully weighing the evidence,id say this movie was passable,but not good.my verdict for The Tooth fairy:4/10",negative
"This movie is similar to the play entitled 'Blithe Spirit' written by Noel Coward. The plot of a ghost wife and a medium are strongly linked to Coward's writing. I'm surprised that movies of this nature don't acknowledge the original writer's concept. I realize that the public may not be aware that this is a knockoff but it is.<br /><br />Sad. These movies are so expensive to produce. I do perk up when a screenplay is original. I even perk up when it's an innovative way to produce a work that was previously released. There were some samples mentioned (such as Topper, etc.). <br /><br />I realize that movies are still a comparatively affordable form of entertainment. However, I'm not please when the public's taste is taken for granted. In this situation, the public's taste is overlooked.<br /><br />I look forward to better produced movie entertainment.<br /><br />In this case. I rather see the play.",negative
"This movie is simply bad. First of all the story is just weird and it's not good written. It leaves you with questions when you're finished. Sometimes that's OK, but not in this case.<br /><br />The acting is nothing to write home about. The adults does a OK job, but the kids, taken in consideration they are kids, does not a good job. I thought the lead role, Ian Costello as Mickey, was worst. Well, to be honest I'm not sure that was the lead role. Never quite figured who this movie was about. Mickey or Pete.<br /><br />There were some shots that stood out, but over all there were nothing exiting about the cinematography. The sound, however, was better. There was a nice score. A little adventure kind of score, though this didn't look like an adventure film to me. It had some elements of an adventure film, but it was more of a drama. However, it was hard to tell who this film was meant for. Children? Hardly. There is too much language and violence for that. Adults? I don't know. It had to many elements of a children's movie in it. It was like a adult movie in a children movie wrapping.<br /><br />The story was just weird. I don't have much of an idea of what it really was about. You was thrown right in to it without knowing anything, but there were all the time references to something you felt you should know. The fact that the children's parents were dead for instance and that Mickey blamed Pete for it. You expected to get to know what happened , but you never got.<br /><br />All together this movie was bad and a waste of time. There was no drive in it. Nothing to really move the story forward. This is not what you spend your Saturday night on.",negative
"This movie is simply far too long, far too repetitive, with the male nudity and sexuality being (as this is said as a gay with my own collection of adult titles) far too gratuitous and unnecessary. Much of the first third of the movie could have been cut down to ten minutes and been equally as effective without trying the patience (and stamina) of an audience.<br /><br />I saw this movie on an early Saturday afternoon, with a film festival audience; the type of crowd that tends to be more adventuresome, interested in more experimental or atypical films, such as one without much dialog, shorts, foreign films. The near sell out crowd in an approximate 275 seat theater started to dribble out within the first half of the movie and while the great majority did stay for the ""pay off"" (which never actually arrived), I have never, in about 14 years of attending any number of film festivals, experimental, gay and otherwise, seen such a large number of people walk away from a film. <br /><br />This movie could easily have been cut down by more than half and been as effective as it was. It also could have gone in different directions, still with a shorter running time, and been far more effective.<br /><br />As it currently exists, this is not something that one can readily recommend or one I would have any desire to watch again.",negative
"This movie is simply not worth the time or money spent. Full of clichés and a plot that makes absolutely no sense ! I cant believe that so many people have given this awful movie a 10. My guess is they are stooges of the movie maker. <br /><br />If I could give this movie a zero, I would. Too bad IMDb doesn't allow that. <br /><br />The only reason I watched it because I went with a friend who really wanted to see it. Whats sad is that I never had great expectations from this movie to begin with and yet I felt short changed. Take my word, don't waste your $8 on this piece of trash. The only entertainment I got out of the movie was making fun of the directors name. In all, highly NOT RECOMMENDED !",negative
"This movie is simply rubbish. I have to say I am an expert of rubbish movies. I reserve the ""1"" rating for movies that are rubbish but funny, but this film is just tedious and certainly not crappy in a funny way but crappy in a crappy way. It gets a ""2"" so those of you out there can distinguish between the ones that will make you laugh and the ones that will make you fall asleep. There are scenes in this movie where the actors are looking at something, their expressions are of amazement and there wide eyes and slack jaws tell the audience that what they are looking at is going to be profoundly amazing, this simply isn't it's just a cupboard or even more desert. It has to be pretty god damn awful for me to walk out, let me tell you, I walked out and so did quite a few people.",negative
"This movie is S-L-O-W. Spent most of the movie actually waiting for it to 'begin'.<br /><br />The setting was bleak, the script was bleak, the cinematography was bleak, the plot was bleak, the budget was low (not that all low budget movies are bad, but this one had no redeeming features).<br /><br />The plot was more consumed with a vengeful, slightly deranged hunter than the actual Wendigo which made a very brief appearance toward the end of the movie. This in itself was disappointing as this 'Wendigo' was just a bizarre mix of a tree and a stag. Everything about the movie was uninspiring.<br /><br />The parents of the little boy appeared to be rather aloof and at times seemed completely detached from their son. Whether this was down to bad acting or a bad script I'm not sure, but it only heightened my disappointment and boredom levels.<br /><br />There was no food for thought, nothing to pique an interest. With no real intrigue or chill factor, this movie creaked along so painfully, you just couldn't care less what happened by the end.<br /><br />Wendigo's ambiance reminds me of the dull movie shown at the awards ceremony toward the end of 'Mr Bean's Holiday': a movie which is artistic and nonsensical, trying too hard to to be deep and meaningful, but coming across as pretentious and boring.<br /><br />I would never want to watch this again. I only watched it to the end in the vain hope that something interesting might happen ... but it didn't.",negative
"This movie is so aggrivating. The main character looks like he's 35 and I've seen scrawny beanpoles with more balls than this guy. The plot twists are so predictable its not even worth watching for the humor factor.<br /><br />Also some of the worst dialogue I've heard in 3 years, ""lets go find a small animal to torture"".<br /><br />Ugh.....I can't even continue, don't watch this pile of garbage, it was made in 8 days.<br /><br />The one highlight is the drunk dude calling the main character a faggot for drawing pictures.<br /><br />2 out of 10, unwatchable",negative
"This movie is so awful, it is hard to find the right words to describe it!<br /><br />At first the story is so ridiculous.A narrow-minded human can write a better plot! The actors are boring and untalented, perhaps they were compelled to play in this cheesy Film.<br /><br />The camera receptions of the National Forest are the only good in this whole movie. I should feel ashame, because I paid for this lousy Picture.<br /><br />Hopefully nobody makes a sequel or make a similar film with such a worse storyline :-)",negative
"this movie is so bad and Hellraiser part 1 to 3 are so great. Nothing is good Bloodline... a lot of gore but without meaning and the majority of time without originality. the movie is about the past, the present (1996) and the future of the puzzle box. The creator of the box and his offspring fight against some demon but nothing link up seriously the 3 stories. Pinhead is in the movie...but it isn't Pinhead, he is just a boring bad guy who kidnap kids and kill bird, and the worse...he talk too much. A thing that I really didn't understand is why the dog from hell????? He can't be a cenobites because he had nothing human. Why the dog can be killed by the pressure if the other creature from hell can receive bullets without problems????? Bloodline is incoherent with the movie series in many ways. For example Pinhead and Angelique are old friend in this movie but it's impossible that Pinhead met Angelique because Pinhead is just a soldier from the First World War and Angelique is an old demon and she live in Paris since sometimes like 200 years.",negative
"this movie is so bad. but its so bad that i was laughing my ass off. for people that like movies, do not watch this one. for people who like movies good and bad, i recommend this one. the story lines shaky,the script is horrible,the acting is horrible to mediocre. the soundtrack throughout the movie was corny but i loved it. the cool catchphrases were a plus tho. ha ha. ""if it can bleed, it can die"". the fight scenes cracked me up. it seemed to me like they spent more time on those parts than any other cuz the fight scenes for the most part were pretty clean. i almost feel like this movie could have been good if it weren't for the f/x....no it would have still been a crapshoot. the eye thing was corny. and how the chick was eating the guys stomach in the kitchen,they coulda done something where shed be actually eating something or at least put more of the fake blood on her face. and the lighthouse explosion disappointed me. i thought they might have gotten real fire instead of crappy computer synthesized stuff. and the ending was so predictable, which surprised me when they actually did what i though they might do. so overall. id say this is a classic as far as crappy movies go. its in my bottom 5.",negative
"This movie is so bad, I knew how it ends right after this little girl killed the first person. Very bad acting very bad plot very bad movie<br /><br />do yourself a favour and DON'T watch it 1/10",negative
"This movie is so bad, it can only be compared to the all-time worst ""comedy"": Police Academy 7. No laughs throughout the movie. Do something worthwhile, anything really. Just don't waste your time on this garbage.",negative
"This movie is so bad it hurts. The car doing 30 mph when it's supposed to go 100... the shift lever that's stuck (in Park!), the nurse that drives for almost 2 hours with the cell phone on the shoulder...can't any of the 2 morons take this damn phone? There's nothing credible in this crap. I would be ashamed to be seen in a movie like this!",negative
"This movie is so bad it's almost good. Bad story, bad acting, bad music, you name it. O.K., who are the jokers that gave this flick a '10'?",negative
"This movie is so bad, it's comical. In fact, Mystery Science Theatre 3000, the television show in which three characters watch and parody bad movies, used this very film to mock. I suggest watching it (maybe on YouTube) instead of actually seeing this movie.<br /><br />Please, do not see Hobgoblins if you're not prepared to stop within the first scene. Actually, do not see this movie, period. Please. At least not seriously. Its jokes are not funny (to say the least), and you'll have much more fun parodying or watching a parody of it then viewing the movie.<br /><br />You may feel yourself becoming sick upon watching, so spare yourself. Read a book. Do the laundry. Anything is more fun than watching Hobgoblins.",negative
"This movie is so bad it's funny. It stars Scott Backula as some coach, but that's not important, what is important is the large black fellow who plays 1st base. First off he has to be at least 75 years old, yet still plays minor league baseball, second he starts out the movie in the outfield despite not being able to walk, let alone run. Coach Backula brilliantly moves him to first citing the fact that when he attempts to run he stays in the same place for too long a period of time. Backula shows more brilliant coaching strategy in the end of the film, (SPOILER), he tells his star player ""downtown"" to hit a home run, clearly ""downtown"" viewed this as a good move. He hit the home run and won the game for his team, a minor league squad playing the Twins who were the class of the majors in the movie. Now if only Tony Muser, manager of the Royals, would be as smart a coach as Backula and tell his players to simply hit a home run in every at bat, the Royals would never end an inning let alone lose a game.",negative
"This movie is so bad it's good -- in an unintentionally funny way. I couldn't stop watching it, I was laughing so much! It's like a parody of a romantic thriller, except it's not a parody. <br /><br />Alexandra Paul plays Emily Wendell, an oppressed preacher's wife who falls hard for Luke (Corey Sevier), a hunky and mysterious drifter who we eventually learn was in prison; the only thing Sevier is guilty of, though, is bad acting! Mind you, he's no worse than the other actors. You get the sense that the actors have *no* idea they're in a really awful film; they're playing it straight. Everything about the film is bad: the acting, the script, the love scenes, the pacing, the plot twists, the choice of music. The climactic scenes are just so ludicrous -- first the shootout in the church, then Luke's final words to Emily -- I was howling with laughter. <br /><br />Evidently Luke did a lot of weight lifting and ab crunches in prison, and we get to see plenty of his naked torso. That's probably the highlight of the film.",negative
"This movie is so bad it's worth seeing. This movie will have viewers lapsing in and out of a coma within the first 10 minutes. It all started when a bunch of writers came up with the idea of a jetliner being hijacked and a passenger who can fly a small plane has to land the beast. However, they know it's been done before many times so to make it different, let's do it very badly! Major Masters has his name pirated from 80's movie ""To Live and Die in L.A."" from character played by Willem Dafoe. That saved 10 minutes in writing and production time. The plane is supposed to be a Boieng 747. That plane has a unique silhouette, even in the dark with its characteristic forward hump on the top. Just ask the late Ronald Reagan who lamented this point when them Ruskies shot down KAL 007 in the eighties. Yet when the plane takes off it's clearly not a 747 looks more like a 767. This well researched film also forgets to include the engineer's seat in the cockpit and replaces it with two comfy rumble seats. No need for a flight engineer on this complex plane! Heroine is played by perpetually pouting Gloria Lynn Berg. After tying up the hijacker, despite several bus-loads of people on this jumbo jet, nobody bothers to watch this guy who almost killed all of them. He's just forced to amuse himself.<br /><br />The crippled plane, leaking fuel from all the hijacking shenanigans won't make it back to Hawaii so Masters will try to land at an Air Force base located on an island. Only the runway's 300 feet too short! Four army guys with little Bobcats (the kind you rent to take all day moving a load of horse manure to the back of your barn), are gonna clear a 200 foot wide and 300 foot long swath through the jungle in 20 minutes! No need for a bulldozer here! Where can you find guys like this? These guys could make a highway between Los Angeles and Las Vegas in 3 hours equipped only with tablespoons, a compass and a duck!<br /><br />After that hellish obstacle is fixed, Masters will try to land the plane as heroine pouts away. Hijacker giggles to himself and unsupervised gets free to make more trouble. He is finally subdued in a most retarded manner that I can't tell you. But, can YOU say Moby Dick?<br /><br />There are so many retarded scenes in this movie. The wounded captain is parked prone on the bar on the plane while Masters, who supposedly can barely fly, puts the plane into 60 degree banks and 20,000 feet per minute drops. The pilot should be french kissing the ceiling during these challenging stunts, but doesn't budge an inch. <br /><br />I think that if they had picked different actors to play the parts, this moving could have been way better. If we need a pouting heroine in the movie, why not pick better known actress Bernadette Peters who seems to be perpetually pouting as well? Besides, she can sing and the busty well aging Peters could feature some gratuitous cleavage shots. Now with the singing angle this could be a Hijacking, Let's Land the Plane Movie MUSICAL! Cast Luciano Pavarotti as the Pilot. They can sing a duet in the cockpit prior to the hijacking and there's no way that tubby tenor would fly up to the ceiling as Masters works his magic on that big bird. In keeping with the musical theme, Masters could then be played by Andrei Bocelli, that Peters Can sing with as he lands the plane. Not only is he totally blind but only knows a couple of words of English. Now that's a plot! Think of the edge of your seat conversation between Masters (Bocelli) and the Air Traffic Controller:<br /><br />ATC: ""Sir, please throttle back to 180, flaps set to 25 degrees. maintain 230 heading""<br /><br />Bocelli: ""What?""<br /><br />ATC: ""Sir, arm spoilers now, confirm brake pressure at 250 psi. Maintain descent at 500 fpm""<br /><br />Bocelli: ""What?""<br /><br />The hijacker could have been played by the late great Rodney Dangerfield who can spew a plethora of his one liners as he sits tied up and unguarded: ""I get no respect. My wife is into group sex. Yeah, she screwed me in front of the judge and jury!"" Get the idea?<br /><br />MISSED OPPORTUNITIES The movie has your standard crying and moaning passengers that are never developed. Woody Allen could have been at the back offering one of his neurotic monologues: ""She said I was great in bed. I told her I practice myself a lot..."" Now THIS is a movie!<br /><br />Also, according to similar movie ""Executive Decision"" where lazy eyed Steven Segal is mercifully killed at the start giving that movie a chance, 747's have massive attics up top. The plane was introduced in 1969 so who knows what has accumulated in almost 40 years up there? My uncle has old clothes, a sled, magazines and all sorts of stuff in his. WOuldn't it have been cool if Masters opened the trap door and saw a teary eyed Chevy Chase in a woman's housecoat watching old Super 8 movies of his childhood? Just a recommendation.<br /><br />So give it a chance, and as u lapse in and out of consciousness imagine how great this movie could have been if I had my hand in it...",negative
"This movie is so bad that I cannot even begin to describe it. What in the blazing pit is wrong with the writers, producers and director? How on earth did they get funding for this abomination? The plot is laughable, the acting is poor at best, the story... What story? The first fight in this movie is OK but then it keeps repeating itself until you want to turn it off.<br /><br />I guess I'm the biggest looser for not turning this stupid movie off after the first minute.<br /><br />*** SPOLER ALERT ***<br /><br />I only saw this movie because Scott Adkins was in it... and he is in it... for 30 seconds...<br /><br />I give it 1 out of 10 because it's the lowest grade IMDb has to offer.<br /><br />Do yourself a favour: See an Uwe Boll movie instead... twice... it's more worthy of your time.",negative
